player_name,death_sr_overall,sr_vs_ra_fast,sr_vs_la_fast,sr_vs_ra_off_spin,sr_vs_ra_leg_spin,sr_vs_la_spin,sr_vs_la_chinaman
C Rumistrzewicz,61.54,61.54,61.54,61.54,61.54,61.54,61.54
Raja Adeel,38.46,38.46,38.46,38.46,38.46,38.46,38.46
TC Barker,216.0,216.0,216.0,216.0,216.0,216.0,216.0
DV Varghese,63.64,63.64,63.64,63.64,63.64,63.64,63.64
Zahir Mohammed,134.0,134.0,134.0,134.0,134.0,134.0,134.0
Zeeshan Kukikhel,164.86,164.86,164.86,164.86,164.86,164.86,164.86
A Kheterpal,128.16,128.16,128.16,128.16,128.16,128.16,128.16
AG Weligamage,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Ali Yalmaz,105.71,105.71,105.71,105.71,105.71,105.71,105.71
S Wickramasekara,181.08,183.33,181.08,100.0,181.08,181.08,181.08
H Lakov,111.63,111.63,111.63,111.63,111.63,111.63,111.63
A Manepalli,109.38,109.38,109.38,109.38,109.38,109.38,109.38
S Ashwathnarayana,211.9,211.9,211.9,211.9,211.9,211.9,211.9
V Saini,153.76,153.76,153.76,153.76,153.76,153.76,153.76
Taranjeet Singh,193.33,193.33,193.33,193.33,193.33,193.33,193.33
Sami Ullah,164.71,164.71,164.71,164.71,164.71,164.71,164.71
S Nadigotla,109.09,109.09,109.09,109.09,109.09,109.09,109.09
Ijaz Hussain,96.72,96.72,96.72,96.72,96.72,96.72,96.72
S Vashisht,103.33,103.33,103.33,103.33,103.33,103.33,103.33
Zeeshan Khan,149.06,149.06,149.06,149.06,149.06,149.06,149.06
HV Mandhyan,123.08,123.08,123.08,123.08,123.08,123.08,123.08
Abhijeet Ahuja,164.71,164.71,164.71,164.71,164.71,164.71,164.71
A Nanda,89.13,89.13,89.13,89.13,89.13,89.13,89.13
HV Patel,125.0,125.58,120.0,125.0,125.0,125.0,125.0
T Filer,92.31,92.31,92.31,92.31,92.31,92.31,92.31
Habib Khan,204.76,204.76,204.76,204.76,204.76,204.76,204.76
Ali Raza,137.5,137.5,137.5,137.5,137.5,137.5,137.5
NK Tiwari,31.25,31.25,31.25,31.25,31.25,31.25,31.25
Ashraful Shuvo,58.33,58.33,58.33,58.33,58.33,58.33,58.33
EF Beard,144.83,144.83,144.83,144.83,144.83,144.83,144.83
S Austin,108.82,108.82,108.82,108.82,108.82,108.82,108.82
Zeeshan Sarwar,200.0,200.0,200.0,200.0,200.0,200.0,200.0
Tejwinder Singh,204.17,204.17,204.17,204.17,204.17,204.17,204.17
CPPM Sadun,120.59,120.59,120.59,120.59,120.59,120.59,120.59
S Hook,126.67,129.58,126.67,75.0,126.67,126.67,126.67
K Vislapuu,94.44,64.29,94.44,200.0,94.44,94.44,94.44
PA Raikes,156.45,156.45,156.45,156.45,156.45,156.45,156.45
A Reyes,115.49,115.49,115.49,115.49,115.49,115.49,115.49
J Marples,72.0,72.0,72.0,72.0,72.0,72.0,72.0
Ahsan Khan,110.0,111.11,110.0,100.0,110.0,110.0,110.0
Aaftab Alam Khan,127.03,127.03,127.03,127.03,127.03,127.03,127.03
Arjun Vinod,95.0,95.0,95.0,95.0,95.0,95.0,95.0
Faisal Mubashir,135.0,135.0,135.0,135.0,135.0,135.0,135.0
FA Klokker,145.45,145.45,145.45,145.45,145.45,145.45,145.45
AM Tribe,132.0,132.0,132.0,132.0,132.0,132.0,132.0
DKD Warnakulasuriya,14.29,14.29,14.29,14.29,14.29,14.29,14.29
D Birrell,82.35,82.35,82.35,82.35,82.35,82.35,82.35
J Grassi,115.38,115.38,115.38,115.38,115.38,115.38,115.38
MGSM Fernando,125.0,125.0,125.0,125.0,125.0,125.0,125.0
ZM Tribe,124.44,124.44,124.44,124.44,124.44,124.44,124.44
S Thanikaithasan,125.64,125.64,125.64,125.64,125.64,125.64,125.64
B Pondani,25.0,25.0,25.0,25.0,25.0,25.0,25.0
Sami Sohail,155.19,155.19,155.19,155.19,155.19,155.19,155.19
S Udhayan,130.0,130.0,130.0,130.0,130.0,130.0,130.0
D Kansonkho,133.33,133.33,133.33,133.33,133.33,133.33,133.33
F Damiao Couana,166.67,166.67,166.67,166.67,166.67,166.67,166.67
FA Cossa,139.76,139.76,139.76,139.76,139.76,139.76,139.76
FE Carava,40.0,40.0,40.0,40.0,40.0,40.0,40.0
VE Tembo,175.0,175.0,175.0,175.0,175.0,175.0,175.0
L Emilio,107.89,107.89,107.89,107.89,107.89,107.89,107.89
SF Nhavotso,38.1,38.1,38.1,38.1,38.1,38.1,38.1
LA Simango,54.55,54.55,54.55,54.55,54.55,54.55,54.55
ZE Matsinhe,44.44,44.44,44.44,44.44,44.44,44.44,44.44
L Lamin,100.0,100.0,100.0,100.0,100.0,100.0,100.0
R Nehonde,131.96,131.96,131.96,131.96,131.96,131.96,131.96
A Rangaswamy,85.71,85.71,85.71,85.71,85.71,85.71,85.71
AA Navicha,105.17,107.14,105.17,105.17,50.0,105.17,105.17
AA Jasani,222.22,222.22,222.22,222.22,222.22,222.22,222.22
HA Chohan,166.0,166.0,166.0,166.0,166.0,166.0,166.0
P Silas,121.21,121.21,121.21,121.21,121.21,121.21,121.21
RA Abolarin,127.27,127.27,127.27,127.27,127.27,127.27,127.27
S Conteh,112.5,112.5,112.5,112.5,112.5,112.5,112.5
S Tarawally,42.86,42.86,42.86,42.86,42.86,42.86,42.86
C Bah,108.16,108.16,108.16,108.16,108.16,108.16,108.16
G Sesay,80.95,80.95,80.95,80.95,80.95,80.95,80.95
Fiaz Ahmed,169.92,169.92,169.92,169.92,169.92,169.92,169.92
Haider Butt,167.68,167.68,167.68,167.68,167.68,167.68,167.68
P Kurup,156.14,156.14,156.14,156.14,156.14,156.14,156.14
Abdul Wahid,133.93,133.93,133.93,133.93,133.93,133.93,133.93
Hisham Sheikh,115.6,115.6,115.6,115.6,115.6,115.6,115.6
Zain Ul Abidin,128.71,128.71,128.71,128.71,128.71,128.71,128.71
KJ Young,120.0,120.0,120.0,120.0,120.0,120.0,120.0
BS Stephenson,122.22,122.22,122.22,122.22,122.22,122.22,122.22
TW Samuels,85.71,85.71,85.71,85.71,85.71,85.71,85.71
Irfan Hafejee,94.74,94.74,94.74,94.74,94.74,94.74,94.74
D Ahir,112.5,112.5,112.5,112.5,112.5,112.5,112.5
Mahmud Jasat,94.12,94.12,94.12,94.12,94.12,94.12,94.12
Abdullah Jasat,116.67,116.67,116.67,116.67,116.67,116.67,116.67
KB Ahir,82.35,82.35,82.35,82.35,82.35,82.35,82.35
A Ferguson,104.35,104.35,104.35,104.35,104.35,104.35,104.35
ML Castillo,110.26,110.26,110.26,110.26,110.26,110.26,110.26
NN Banner,92.86,92.86,92.86,92.86,92.86,92.86,92.86
R Pathan,150.0,150.0,150.0,150.0,150.0,150.0,150.0
N Ahir,65.12,65.12,65.12,65.12,65.12,65.12,65.12
R Abdulkareem,99.13,99.13,99.13,99.13,99.13,99.13,99.13
ZR Jaboneke,86.36,86.36,86.36,86.36,86.36,86.36,86.36
Yasir Mohammad,54.17,54.17,54.17,54.17,54.17,54.17,54.17
JP Inglis,151.92,128.57,266.67,151.92,212.5,33.33,151.92
B Yadav,181.58,181.58,181.58,181.58,181.58,181.58,181.58
M Spoors,200.0,200.0,200.0,200.0,200.0,200.0,200.0
Vimal Kumar,72.22,72.22,72.22,72.22,72.22,72.22,72.22
M Podosky,123.81,123.81,123.81,123.81,123.81,123.81,123.81
Sarfaraz Ali,212.5,212.5,212.5,212.5,212.5,212.5,212.5
DC Drakes,69.23,81.82,0.0,69.23,69.23,69.23,69.23
KH Prajapati,139.47,139.47,139.47,139.47,139.47,139.47,139.47
Lokesh Bam,183.33,183.33,183.33,183.33,183.33,183.33,183.33
J Alegra,154.55,154.55,154.55,154.55,154.55,154.55,154.55
G Chohan,153.85,153.85,153.85,153.85,153.85,153.85,153.85
DK Mathias,118.75,118.75,118.75,118.75,118.75,118.75,118.75
Muhammad Safdar,123.08,123.08,123.08,123.08,123.08,123.08,123.08
HER Tyler,230.77,230.77,230.77,230.77,230.77,230.77,230.77
Sikder Billah,133.33,133.33,133.33,133.33,133.33,133.33,133.33
J Hill,58.33,58.33,58.33,58.33,58.33,58.33,58.33
Huzaifa Mohammed,90.67,90.67,90.67,90.67,90.67,90.67,90.67
Junaid Aziz,144.71,144.71,144.71,144.71,144.71,144.71,144.71
Mohammad Aadil Alam,167.24,167.24,167.24,167.24,167.24,167.24,167.24
SI Kamea,31.25,31.25,31.25,31.25,31.25,31.25,31.25
BJ Dwarshuis,78.95,83.33,0.0,78.95,78.95,78.95,78.95
J Miyaji,118.69,118.69,118.69,118.69,118.69,118.69,118.69
C Kyewuta,93.85,100.0,93.85,93.85,93.85,0.0,93.85
Ali Saleem,161.54,153.33,161.54,260.0,161.54,161.54,161.54
T Nightingale,165.0,165.0,165.0,165.0,165.0,165.0,165.0
Walid Ghauri,151.22,151.22,151.22,151.22,151.22,151.22,151.22
Bilal Safdar,165.0,165.0,165.0,165.0,165.0,165.0,165.0
D Abeyrathna,108.57,108.57,108.57,108.57,108.57,108.57,108.57
MWR Stokes,165.22,165.22,165.22,165.22,165.22,165.22,165.22
LA Burns,129.17,129.17,129.17,129.17,129.17,129.17,129.17
Mohammad Kamran,66.67,66.67,66.67,66.67,66.67,66.67,66.67
Raza Iqbal,82.76,82.76,82.76,82.76,82.76,82.76,82.76
PF Gallagher,169.7,169.7,169.7,169.7,169.7,169.7,169.7
HAM Shah,215.62,215.62,215.62,215.62,215.62,215.62,215.62
Saran Aslam,197.06,197.06,197.06,197.06,197.06,197.06,197.06
Ali Farasat,136.76,136.76,136.76,136.76,136.76,136.76,136.76
M Whelan,117.86,117.86,117.86,117.86,117.86,117.86,117.86
S Bodha,110.0,110.0,110.0,110.0,110.0,110.0,110.0
S Davizi,179.25,179.25,179.25,179.25,179.25,179.25,179.25
Sazib Bhuiyan,121.74,121.74,121.74,121.74,121.74,121.74,121.74
Ritik Tomar,156.76,156.76,156.76,156.76,156.76,156.76,156.76
R Cunningham,71.43,71.43,71.43,71.43,71.43,71.43,71.43
SA Mohandas,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Saim Hussain,198.18,198.18,198.18,198.18,198.18,198.18,198.18
I Katzarski,42.86,42.86,42.86,42.86,42.86,42.86,42.86
B George,186.49,186.49,186.49,186.49,186.49,186.49,186.49
Imran Ameer,143.55,143.55,143.55,143.55,143.55,143.55,143.55
Divyendra Singh,117.91,117.91,117.91,117.91,117.91,117.91,117.91
Dylan Steyn,156.25,156.25,156.25,156.25,156.25,156.25,156.25
Omar Rassol,136.0,136.0,136.0,136.0,136.0,136.0,136.0
P Mishra,134.59,134.59,134.59,134.59,134.59,134.59,134.59
B Evans,88.89,91.3,57.14,88.89,88.89,200.0,88.89
N Thushara,16.67,19.05,0.0,16.67,16.67,16.67,16.67
Abdullah Akbarjan,62.9,62.9,62.9,62.9,62.9,62.9,62.9
Sajid Liaqat,180.0,180.0,180.0,180.0,180.0,180.0,180.0
KA Maharaj,103.61,94.29,153.85,103.61,103.61,103.61,103.61
E Haven,43.24,43.24,43.24,43.24,43.24,43.24,43.24
M Taylor,140.0,140.0,140.0,140.0,140.0,140.0,140.0
P Baron,93.33,93.33,93.33,93.33,93.33,93.33,93.33
RM Siri,111.54,111.54,111.54,111.54,111.54,111.54,111.54
PL Bruno,89.47,89.47,89.47,89.47,89.47,89.47,89.47
NR Johns-Wickberg,54.76,54.76,54.76,54.76,54.76,54.76,54.76
ML Kostic,46.67,46.67,46.67,46.67,46.67,46.67,46.67
S Tosic,64.47,64.47,64.47,64.47,64.47,64.47,64.47
A Dizija,133.33,133.33,133.33,133.33,133.33,133.33,133.33
RL Vitas,84.09,84.09,84.09,84.09,84.09,84.09,84.09
A Mene-Ejegi,188.46,188.46,188.46,188.46,188.46,188.46,188.46
DJ Hooda,142.86,134.69,142.86,350.0,142.86,0.0,142.86
IDM Latin,156.19,156.19,156.19,156.19,156.19,156.19,156.19
M Gouws,153.33,153.33,153.33,153.33,153.33,153.33,153.33
A Amado,116.67,116.67,116.67,116.67,116.67,116.67,116.67
Yair Nagavkar,88.24,88.24,88.24,88.24,88.24,88.24,88.24
Niv Nagavkar,95.83,95.83,95.83,95.83,95.83,95.83,95.83
M Fontaine,88.89,88.89,88.89,88.89,88.89,88.89,88.89
Sajad Ahmadzai,88.24,81.25,88.24,200.0,88.24,88.24,88.24
J Shaju,33.33,33.33,33.33,33.33,33.33,33.33,33.33
G Schachat,148.0,148.0,148.0,148.0,148.0,148.0,148.0
E Solomon,106.67,106.67,106.67,106.67,106.67,106.67,106.67
E Kahamker,158.33,158.33,158.33,158.33,158.33,158.33,158.33
Saud Munir,57.14,57.14,57.14,57.14,57.14,57.14,57.14
A Mutreja,170.0,170.0,170.0,170.0,170.0,170.0,170.0
HGV Vare,88.64,88.64,88.64,88.64,88.64,88.64,88.64
GK Ghalley,121.23,121.23,121.23,121.23,121.23,121.23,121.23
Ngawang Thinley,75.0,75.0,75.0,75.0,75.0,75.0,75.0
Manoj Adhikari,63.83,63.83,63.83,63.83,63.83,63.83,63.83
S Yeshi,51.92,51.92,51.92,51.92,51.92,51.92,51.92
Shunan Ali,35.29,35.29,35.29,35.29,35.29,35.29,35.29
T Wangchuk,73.44,73.44,73.44,73.44,73.44,73.44,73.44
Arshdeep Singh,106.76,108.22,106.76,106.76,0.0,106.76,106.76
Avesh Khan,158.33,158.33,158.33,158.33,158.33,158.33,158.33
Ravi Bishnoi,121.74,133.33,121.74,33.33,121.74,100.0,121.74
SKS Gill,136.14,136.14,136.14,136.14,136.14,136.14,136.14
Shahil Momin,145.83,145.83,145.83,145.83,145.83,145.83,145.83
A Bhadauria,127.27,127.27,127.27,127.27,127.27,127.27,127.27
P Malav,55.1,55.1,55.1,55.1,55.1,55.1,55.1
Aqib Iqbal,164.37,164.37,164.37,164.37,164.37,164.37,164.37
MPS Cheema,95.65,95.65,95.65,95.65,95.65,95.65,95.65
KM Venkataswamy,100.0,100.0,100.0,100.0,100.0,100.0,100.0
SN Pathirana,72.55,72.55,72.55,72.55,72.55,72.55,72.55
SRMJJ Arachchilage,50.0,50.0,50.0,50.0,50.0,50.0,50.0
S Periyalwar,106.45,106.45,106.45,106.45,106.45,106.45,106.45
M Ozturk,59.38,59.38,59.38,59.38,59.38,59.38,59.38
A Turkmen,112.07,112.07,112.07,112.07,112.07,112.07,112.07
Ilyas Ataullah,153.33,153.33,153.33,153.33,153.33,153.33,153.33
TJG Pringle,109.76,112.99,66.67,50.0,109.76,109.76,109.76
H Carlyon,123.53,123.53,123.53,123.53,123.53,123.53,123.53
J Singye,117.05,117.05,117.05,117.05,117.05,117.05,117.05
Ahmed Hassan,131.58,131.58,131.58,131.58,131.58,131.58,131.58
Ibrahim Nashath,83.61,83.61,83.61,83.61,83.61,83.61,83.61
K Senamontree,54.9,54.9,54.9,54.9,54.9,54.9,54.9
T Yotharat,40.0,40.0,40.0,40.0,40.0,40.0,40.0
J Pakhiaokajee,110.53,110.53,110.53,110.53,110.53,110.53,110.53
C Chatphaisan,134.78,134.78,134.78,134.78,134.78,134.78,134.78
S Ivetic,124.56,124.56,124.56,124.56,124.56,124.56,124.56
G Burrows,136.84,136.84,136.84,136.84,136.84,136.84,136.84
D Jansen,108.7,108.7,108.7,108.7,108.7,108.7,108.7
AK Mohan,120.83,120.83,120.83,120.83,120.83,120.83,120.83
R Nath,31.25,31.25,31.25,31.25,31.25,31.25,31.25
JM Vujinovich,75.86,75.86,75.86,75.86,75.86,75.86,75.86
DJ Turkich,120.0,120.0,120.0,120.0,120.0,120.0,120.0
A Gasteratos,36.0,36.0,36.0,36.0,36.0,36.0,36.0
C Bogdanos,89.29,89.29,89.29,89.29,89.29,89.29,89.29
RJG Palmer,50.0,50.0,50.0,50.0,50.0,50.0,50.0
R Mazumder,152.54,152.54,152.54,152.54,152.54,152.54,152.54
Gurpratap Singh,94.74,94.74,94.74,94.74,94.74,94.74,94.74
Muhammad Farooq,135.29,135.29,135.29,135.29,135.29,135.29,135.29
Gaurav Mishra,130.23,130.23,130.23,130.23,130.23,130.23,130.23
MV Pavlovic,80.0,80.0,80.0,80.0,80.0,80.0,80.0
Atif Rasheed,205.0,205.0,205.0,205.0,205.0,205.0,205.0
AJ Mosca,86.11,86.11,86.11,86.11,86.11,86.11,86.11
HJ Manenti,121.15,121.15,121.15,121.15,121.15,121.15,121.15
J Grzinic,52.17,52.17,52.17,52.17,52.17,52.17,52.17
B Jerkovic,52.38,52.38,52.38,52.38,52.38,52.38,52.38
AT Nidamanuru,154.1,154.1,154.1,154.1,154.1,154.1,154.1
Shariz Ahmad,130.43,160.0,66.67,130.43,130.43,80.0,130.43
MG Bracewell,144.44,144.44,178.95,33.33,50.0,144.44,100.0
Iftekar Jaman,138.71,138.71,138.71,138.71,138.71,138.71,138.71
WAE Burton,211.54,211.54,211.54,211.54,211.54,211.54,211.54
SD Valjalo,91.67,91.67,91.67,91.67,91.67,91.67,91.67
J Butler,95.65,95.65,95.65,95.65,95.65,95.65,95.65
GG Alta,117.65,117.65,117.65,117.65,117.65,117.65,117.65
D Cleaver,166.67,166.67,166.67,166.67,166.67,166.67,166.67
A Nathwani,68.57,68.57,68.57,68.57,68.57,68.57,68.57
Atif Kamal,52.38,52.38,52.38,52.38,52.38,52.38,52.38
JC Martin,106.45,106.45,106.45,106.45,106.45,106.45,106.45
R Dhiman,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Sulaiman Ali,176.47,176.47,176.47,176.47,176.47,176.47,176.47
G Mckeon,203.33,204.0,203.33,200.0,203.33,203.33,203.33
Zain Ahmad,44.44,44.44,44.44,44.44,44.44,44.44,44.44
L Canessane,170.69,170.69,170.69,170.69,170.69,170.69,170.69
Abdul Rahman,115.38,115.38,115.38,115.38,115.38,115.38,115.38
UNGB Thenannahelage,86.96,86.96,86.96,86.96,86.96,86.96,86.96
Awais Ikram,85.0,85.0,85.0,85.0,85.0,85.0,85.0
K Fletcher,50.0,50.0,50.0,50.0,50.0,50.0,50.0
Anoop Orsu,148.7,148.7,148.7,148.7,148.7,148.7,148.7
T Stubbs,157.05,156.93,200.0,0.0,100.0,0.0,157.05
FH Allen,192.31,192.31,192.31,192.31,192.31,192.31,192.31
CB Sole,77.27,77.27,77.27,77.27,77.27,77.27,77.27
Umair Tariq,123.53,123.53,123.53,123.53,123.53,123.53,123.53
Faheem Nazir,203.57,203.57,203.57,203.57,203.57,203.57,203.57
Ali Masood,142.31,147.83,142.31,100.0,142.31,142.31,142.31
P Pustoslemsek,93.33,93.33,93.33,93.33,93.33,93.33,93.33
Shahid Arshad,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Waqar Khan,132.0,132.0,132.0,132.0,132.0,132.0,132.0
Elias Hasan,126.09,142.11,126.09,50.0,126.09,126.09,126.09
A Paul,79.41,75.86,79.41,100.0,79.41,79.41,79.41
GT Main,70.59,70.59,70.59,70.59,70.59,70.59,70.59
AS Joseph,95.76,103.33,90.48,0.0,0.0,20.0,95.76
Ayyaz Qureshi,63.33,63.33,63.33,63.33,63.33,63.33,63.33
DK Pallekonda,43.75,43.75,43.75,43.75,43.75,43.75,43.75
Nazmul Hossain Shanto,125.71,130.3,125.71,50.0,125.71,125.71,125.71
IDA Damarell,172.73,172.73,172.73,172.73,172.73,172.73,172.73
A Martel,114.89,114.89,114.89,114.89,114.89,114.89,114.89
Ibrahim Jabarkhel,88.46,88.46,88.46,88.46,88.46,88.46,88.46
R Mangal,37.5,37.5,37.5,37.5,37.5,37.5,37.5
DC Thomas,200.0,316.67,83.33,200.0,200.0,200.0,200.0
Hasan Mahmud,108.89,109.09,100.0,108.89,108.89,108.89,108.89
R Klein,155.36,155.36,155.36,155.36,155.36,155.36,155.36
ED Silva,225.64,225.64,225.64,225.64,225.64,225.64,225.64
Mohamed Shafeeq,90.0,90.0,90.0,90.0,90.0,90.0,90.0
Sachin Kumar,113.33,113.33,113.33,113.33,113.33,113.33,113.33
Shahid Mahmood,80.77,80.77,80.77,80.77,80.77,80.77,80.77
SSJ Brooks,72.73,72.73,72.73,72.73,72.73,72.73,72.73
AR Puri,67.92,67.92,67.92,67.92,67.92,67.92,67.92
CK Jasmat,139.77,139.77,139.77,139.77,139.77,139.77,139.77
DP Michael,135.29,135.29,135.29,135.29,135.29,135.29,135.29
SF Tiai,161.11,161.11,161.11,161.11,161.11,161.11,161.11
D Finau,162.5,162.5,162.5,162.5,162.5,162.5,162.5
A Mansale,141.98,141.98,141.98,141.98,141.98,141.98,141.98
W Wotu,150.0,150.0,150.0,150.0,150.0,150.0,150.0
C Dickson,57.89,57.89,57.89,57.89,57.89,57.89,57.89
L Denny,94.74,94.74,94.74,94.74,94.74,94.74,94.74
AJ Michael,80.95,80.95,80.95,80.95,80.95,80.95,80.95
JD Baker,150.0,150.0,150.0,150.0,150.0,150.0,150.0
S Sola,57.58,57.58,57.58,57.58,57.58,57.58,57.58
S Ravoka,70.83,70.83,70.83,70.83,70.83,70.83,70.83
PV Vuniwaqa,209.38,209.38,209.38,209.38,209.38,209.38,209.38
M Beitaki,209.09,209.09,209.09,209.09,209.09,209.09,209.09
F Suluoto,125.2,125.2,125.2,125.2,125.2,125.2,125.2
MTMMJ Ave,175.93,175.93,175.93,175.93,175.93,175.93,175.93
J Baleicikoibia,192.31,192.31,192.31,192.31,192.31,192.31,192.31
J Batinibulu,50.0,50.0,50.0,50.0,50.0,50.0,50.0
TS Waqavakatoga,134.62,134.62,134.62,134.62,134.62,134.62,134.62
T Kaisala,72.73,72.73,72.73,72.73,72.73,72.73,72.73
T Parima,180.0,180.0,180.0,180.0,180.0,180.0,180.0
B Maphosa,84.38,84.38,84.38,84.38,84.38,84.38,84.38
M Mooketsi,57.14,57.14,57.14,57.14,57.14,57.14,57.14
AR Ramjani,153.27,153.27,153.27,153.27,153.27,153.27,153.27
SM Tupou,166.67,166.67,166.67,166.67,166.67,166.67,166.67
JP Kaltapau,100.0,100.0,100.0,100.0,100.0,100.0,100.0
P Murungi,133.33,133.33,133.33,133.33,133.33,133.33,133.33
R Baaleri,84.31,84.31,84.31,84.31,84.31,84.31,84.31
AP Rajeevan,132.77,132.77,132.77,132.77,132.77,132.77,132.77
Akhil Anil,158.75,157.89,158.75,158.75,175.0,158.75,158.75
M Yunusu Issa,144.79,144.79,144.79,144.79,144.79,144.79,144.79
D Jakiel,93.24,93.24,93.24,93.24,93.24,93.24,93.24
G Kansonkho,81.08,81.08,81.08,81.08,81.08,81.08,81.08
Yasir Ali Chowdhury,171.05,171.05,171.05,171.05,171.05,171.05,171.05
Zawar Farid,145.83,145.83,145.83,145.83,145.83,145.83,145.83
Mohammed Siraj,87.5,88.89,100.0,0.0,87.5,87.5,87.5
NT Ellis,63.64,62.16,75.0,63.64,63.64,66.67,63.64
S Ravichandran,174.17,174.17,174.17,174.17,174.17,174.17,174.17
S Kimura,53.33,53.33,53.33,53.33,53.33,53.33,53.33
L Yamamoto-Lake,200.0,200.0,200.0,200.0,200.0,200.0,200.0
GA Priandana,123.81,123.81,123.81,123.81,123.81,123.81,123.81
DJ Hawoe,140.94,140.48,140.94,140.94,140.94,140.94,200.0
Ahmad Ramdoni,118.64,118.8,118.64,118.64,118.64,118.64,100.0
IK Gamantika,123.63,126.14,123.63,123.63,123.63,123.63,50.0
D Suzuki,107.8,107.8,107.8,107.8,107.8,107.8,107.8
P Kumbhare,55.56,55.56,55.56,55.56,55.56,55.56,55.56
M Taniyama,86.17,86.17,86.17,86.17,86.17,86.17,86.17
R Drake,90.0,90.0,90.0,90.0,90.0,90.0,90.0
KC Ramamoorthy,157.58,157.58,157.58,157.58,157.58,157.58,157.58
IKEG Artawan,112.11,111.87,112.11,112.11,112.11,112.11,125.0
PR Surve,156.05,156.05,156.05,156.05,156.05,156.05,156.05
F Banunaek,81.71,81.71,81.71,81.71,81.71,81.71,81.71
RM Koda,51.11,51.11,51.11,51.11,51.11,51.11,51.11
R Sakurano-Thomas,125.25,125.25,125.25,125.25,125.25,125.25,125.25
MA Jones,258.33,258.33,258.33,258.33,258.33,258.33,258.33
F Hand,93.75,93.75,93.75,93.75,93.75,93.75,93.75
Mohammed Shami,63.64,63.64,63.64,63.64,63.64,63.64,63.64
Gurpreet Singh,160.0,160.0,160.0,160.0,160.0,160.0,160.0
M Campopiano,144.68,144.68,144.68,144.68,144.68,144.68,144.68
J van Heerden,210.0,210.0,210.0,210.0,210.0,210.0,210.0
Anik Ahmed,129.63,129.63,129.63,129.63,129.63,129.63,129.63
Mohammad Ihsan,152.87,152.87,152.87,152.87,152.87,152.87,152.87
Haseeb Ghafoor,127.27,127.27,127.27,127.27,127.27,127.27,127.27
Ishtiaq Ahmad,134.38,134.38,134.38,134.38,134.38,134.38,134.38
Atif-Ur-Rehman,90.0,90.0,90.0,90.0,90.0,90.0,90.0
Sohail Ahmed,171.43,171.43,171.43,171.43,171.43,171.43,171.43
Pargat Singh,196.67,196.67,196.67,196.67,196.67,196.67,196.67
S Movva,132.5,132.5,132.5,132.5,132.5,132.5,132.5
A Johnson,261.54,261.54,261.54,261.54,261.54,261.54,261.54
Irshad Mubbashar,91.11,91.11,91.11,91.11,91.11,91.11,91.11
Usman Najeeb,135.71,135.71,135.71,135.71,135.71,135.71,135.71
T Perera,102.0,102.0,102.0,102.0,102.0,102.0,102.0
D Maisuria,66.13,66.13,66.13,66.13,66.13,66.13,66.13
B Khumalo,59.46,59.46,59.46,59.46,59.46,59.46,59.46
E Sebareme,98.19,98.19,98.19,98.19,98.19,98.19,98.19
D Ndikubwimana,86.25,86.25,86.25,86.25,86.25,86.25,86.25
E Niyomugabo,92.86,92.86,92.86,92.86,92.86,92.86,92.86
S Crowie,100.0,100.0,100.0,100.0,100.0,100.0,100.0
BK Stroud,40.43,40.43,40.43,40.43,40.43,40.43,40.43
G Johnson,16.67,16.67,16.67,16.67,16.67,16.67,16.67
Tanzeel Sheikh,200.0,200.0,200.0,200.0,200.0,200.0,200.0
STRA de Silva,150.0,150.0,150.0,150.0,150.0,150.0,150.0
Rizwan Butt,126.95,126.95,126.95,126.95,126.95,126.95,126.95
JJ Huo,179.07,132.43,179.07,179.07,466.67,179.07,179.07
DB Loic,100.0,100.0,100.0,100.0,100.0,100.0,100.0
AN Aminou,120.0,120.0,120.0,120.0,120.0,120.0,120.0
J Bangura,90.0,90.0,90.0,90.0,90.0,90.0,90.0
Ismaila Tanba,107.69,107.69,107.69,107.69,107.69,107.69,107.69
Muhammed Manga,152.38,152.38,152.38,152.38,152.38,152.38,152.38
ML Bojang,62.5,62.5,62.5,62.5,62.5,62.5,62.5
P Campbell,51.72,51.72,51.72,51.72,51.72,51.72,51.72
C Udekwe,90.0,90.0,90.0,90.0,90.0,90.0,90.0
A Shreshta,176.92,190.0,176.92,176.92,133.33,176.92,176.92
J Baguma,66.67,66.67,66.67,66.67,66.67,66.67,66.67
RG Mukasa,110.0,110.0,110.0,110.0,110.0,110.0,110.0
MO Kitunda,87.84,87.32,87.84,87.84,100.0,87.84,87.84
O Tuyisenge,126.53,126.53,126.53,126.53,126.53,126.53,126.53
O Manishimwe,111.97,111.97,111.97,111.97,111.97,111.97,111.97
I Ntirenganya,69.44,69.44,69.44,69.44,69.44,69.44,69.44
JJ Nyambo,39.13,39.13,39.13,39.13,39.13,39.13,39.13
E Kubwimana,77.27,77.27,77.27,77.27,77.27,77.27,77.27
YM Nkanya,29.03,29.03,29.03,29.03,29.03,29.03,29.03
Shivam Mavi,155.56,175.0,155.56,125.0,155.56,100.0,155.56
C Madande,162.43,162.43,162.43,162.43,162.43,162.43,162.43
JA Duffy,102.78,106.06,102.78,102.78,102.78,66.67,102.78
